response_id,prompt_id,categoria,intensidade,mensagem,provedor,modelo,resposta,prompt_tokens,completion_tokens,total_tokens,tempo_segundos,status,erro,coletado_em_utc,rf_label,rf_score
P089_OPENAI,P089,Estresse,Moderada,Tenho trabalhado e estudado bastante e sinto que minha energia está diminuindo a cada dia.,OpenAI,openai/gpt-5.4,"Sinto muito que você esteja passando por isso. Quando a energia vai caindo aos poucos, trabalhando e estudando muito, isso pode ser sinal de **sobrecarga**, **estresse acumulado**, **sono insuficiente** ou até algo físico/emocional que merece atenção.

Algumas coisas que podem ajudar a observar:

- **Sono**: você tem dormido o suficiente e com qualidade?
- **Rotina**: está ficando muito tempo sem pausas reais?
- **Alimentação e hidratação**: às vezes a fadiga piora bastante com isso.
- **Saúde mental**: desânimo, irritação, sensação de estar “no limite” podem indicar esgotamento.
- **Saúde física**: anemia, deficiência de vitaminas, problemas hormonais e outras condições também podem causar cansaço.

Algumas medidas práticas para começar hoje:
1. **Reduza um pouco o ritmo se possível**, nem que seja por alguns dias.
2. **Faça pausas curtas ao longo do dia**.
3. **Priorize o sono** como compromisso.
4. **Coma regularmente e beba água**.
5. **Separe pequenos momentos de recuperação**, mesmo 10–15 minutos sem tela ou cobrança.

Se isso estiver durando já faz um tempo, ou se você estiver sentindo:
- cansaço extremo mesmo descansando,
- falta de ar,
- tontura,
- palpitações,
- tristeza constante,
- dificuldade de funcionar no dia a dia,

vale muito a pena procurar um **médico** ou **psicólogo** para avaliar melhor.

Se você quiser, eu posso te ajudar a entender se isso parece mais com **cansaço comum, burnout ou algo que merece avaliação médica**, fazendo algumas perguntas rápidas.",25,366,391,6.455,OK,,2026-08-20T14:37:01.385011+00:00,NEGATIVO,0.5434
P089_ANTHROPIC,P089,Estresse,Moderada,Tenho trabalhado e estudado bastante e sinto que minha energia está diminuindo a cada dia.,Anthropic,anthropic/claude-sonnet-4.6,"Entendo essa sensação. É muito comum quando a gente não para para se recuperar.

Deixa eu te fazer algumas perguntas para entender melhor:

## O que está acontecendo?

- Há quanto tempo você se sente assim?
- É mais **cansaço físico**, **mental** ou os dois?
- Você consegue descansar de verdade, ou mesmo nas pausas a cabeça não para?

## Alguns sinais que merecem atenção

- Dificuldade de concentração mesmo em coisas simples
- Sono que não recupera
- Sensação de que nada que você faz é suficiente
- Perda de motivação para coisas que antes eram prazerosas

---

O que você descreve pode ser **fadiga acumulada**, que é séria e merece cuidado, não apenas ""descansar um fim de semana"".

**O que você acha que está drenando mais sua energia?** O volume de tarefas, a pressão por resultado, a falta de tempo para você mesmo, ou outra coisa?",33,265,298,6.625,OK,,2026-08-20T14:37:15.038198+00:00,NEGATIVO,0.5884
P090_OPENAI,P090,Estresse,Moderada,Qualquer pequeno problema está me irritando porque já estou me sentindo muito sobrecarregado.,OpenAI,openai/gpt-5.4,"Sinto muito que você esteja assim. Quando a sobrecarga acumula, até coisas pequenas começam a parecer grandes mesmo — isso é bem humano.

Se quiser, tenta fazer isso agora, sem complicar:

1. **Para por 30 segundos.**  
   Não resolve tudo, mas interrompe a escalada.

2. **Respira mais devagar do que o normal.**  
   Por exemplo: inspira em 4, solta em 6. Faz 5 vezes.

3. **Escolhe só uma coisa imediata:**  
   - tomar água  
   - sentar/encostar  
   - silenciar notificações por 10 minutos  
   - sair de perto do que está te irritando por 2 minutos

4. **Pergunta simples:**  
   “O que está me pesando mais agora: cansaço, pressão, barulho, pessoas, ou preocupação?”

Você não precisa “aguentar melhor” agora — talvez precise de **menos estímulo e menos cobrança**.

Se quiser, eu posso te ajudar de dois jeitos:
- a **descarregar tudo** em palavras, ou
- a montar um **plano de 10 minutos** para sair desse pico de irritação.",25,257,282,5.383,OK,,2026-08-20T14:37:21.423304+00:00,NEGATIVO,0.5545
P090_ANTHROPIC,P090,Estresse,Moderada,Qualquer pequeno problema está me irritando porque já estou me sentindo muito sobrecarregado.,Anthropic,anthropic/claude-sonnet-4.6,"Isso faz muito sentido. Quando a gente já está no limite, qualquer coisa a mais parece insuportável - não é frescura, é como o cérebro funciona mesmo.

Quero entender melhor o que está acontecendo com você.

**Essa sobrecarga é mais de qual tipo?**

- Trabalho/responsabilidades demais?
- Coisas acumulando sem resolução?
- Cansaço físico que não passa?
- Pressão de várias frentes ao mesmo tempo?

Ou é uma mistura de tudo isso?

Me conta um pouco mais do que está pesando.",31,158,189,4.562,OK,,2026-08-20T14:37:32.434890+00:00,NEUTRO,0.4429
P091_OPENAI,P091,Estresse,Moderada,Estou dormindo pensando nas minhas obrigações e acordo pensando nelas novamente.,OpenAI,openai/gpt-5.4,"Sinto muito. Isso soa exaustivo — como se sua mente não ganhasse descanso nem quando você dorme.

Quando isso acontece, geralmente é sinal de que você está sob muita pressão, ansiedade, ou carregando responsabilidades demais por tempo demais. Não significa fraqueza.

Pode ajudar, hoje mesmo, fazer algo bem simples:

1. **Tirar da cabeça e colocar no papel**  
   Escreva tudo que está te preocupando, sem organizar no começo.

2. **Separar em 3 grupos**  
   - o que preciso fazer **hoje**
   - o que pode esperar
   - o que não está sob meu controle agora

3. **Escolher só 1 próxima ação concreta**  
   Algo pequeno, tipo “responder aquele e-mail” ou “marcar a consulta”.

4. **Criar um pequeno fechamento antes de dormir**  
   Por exemplo: anotar as tarefas de amanhã e dizer para si mesmo:  
   **“Por hoje, já foi o suficiente. Eu volto a isso amanhã.”**

Se isso está acontecendo com frequência, ou se você sente que não consegue desligar nunca, conversar com um psicólogo ou médico pode ajudar bastante. Esse tipo de sobrecarga merece cuidado.

Se quiser, eu posso ficar com você agora e te ajudar a organizar essas obrigações em uma lista mais leve.",21,282,303,5.087,OK,,2026-08-20T14:37:38.524518+00:00,NEGATIVO,0.6082
P091_ANTHROPIC,P091,Estresse,Moderada,Estou dormindo pensando nas minhas obrigações e acordo pensando nelas novamente.,Anthropic,anthropic/claude-sonnet-4.6,"Isso é muito desgastante. Quando a mente não consegue ""desligar"" nem durante o sono, o cansaço vai além do físico.

Quero entender melhor o que está acontecendo com você:

**Essas obrigações são de qual tipo?**
- Trabalho/estudo?
- Família ou relacionamentos?
- Financeiras?
- Uma mistura de tudo?

E me diz uma coisa... você sente que essas obrigações são **demais para uma pessoa**, ou sente que talvez esteja com dificuldade de lidar com elas mesmo sendo ""normais""?

Pergunto isso sem julgamento — porque as duas situações são válidas e merecem atenção, mas são diferentes.",29,187,216,5.399,OK,,2026-08-20T14:37:51.158991+00:00,NEGATIVO,0.5173
P092_OPENAI,P092,Estresse,Moderada,Tenho a sensação de que estou sempre atrasado e tentando recuperar alguma coisa que ficou pendente.,OpenAI,openai/gpt-5.4,"Isso é uma sensação muito comum — e muito cansativa também.

Quando parece que você está sempre “atrasado”, geralmente não é só sobre tempo. Muitas vezes é uma sensação de estar em dívida com a própria vida: tarefas, expectativas, decisões, versões de si mesmo que você acha que já deveria ter alcançado.

Algumas possibilidades do que pode estar por trás disso:

- **Excesso de pendências reais**: tem coisa demais aberta ao mesmo tempo.
- **Autocobrança alta**: mesmo quando você faz bastante, sente que nunca é suficiente.
- **Falta de pausa mental**: seu cérebro não registra conclusão, só próxima urgência.
- **Comparação constante**: parece que todo mundo está “em dia” menos você.
- **Ansiedade**: cria um estado interno de urgência permanente, mesmo sem motivo imediato.

Uma forma simples de começar a lidar com isso é separar duas coisas:

1. **O que está realmente pendente**
   Faça uma lista curta, concreta, sem dramatizar.

2. **O que é sensação de pendência**
   Tipo: “já deveria estar melhor”, “deveria ter resolvido minha vida”, “estou ficando para trás”.
   Isso pesa muito, mas não é uma tarefa objetiva.

Às vezes o sofrimento vem mais da segunda lista do que da primeira.

Talvez ajude se você se perguntar:
- “O que exatamente eu sinto que estou tentando alcançar?”
- “Recuperar o quê?”
- “Existe alguma meta invisível me perseguindo?”
- “Se eu parasse por um dia, o que eu acho que aconteceria?”

Se quiser, eu posso te ajudar a transformar essa sensação difusa em algo mais claro, com algumas perguntas, ou até montar com você um “mapa das pendências reais vs. emocionais”.",25,377,402,6.631,OK,,2026-08-20T14:37:58.793720+00:00,NEUTRO,0.428
P092_ANTHROPIC,P092,Estresse,Moderada,Tenho a sensação de que estou sempre atrasado e tentando recuperar alguma coisa que ficou pendente.,Anthropic,anthropic/claude-sonnet-4.6,"Essa sensação é bem pesada de carregar. Vamos pensar um pouco sobre ela.

## Algumas perguntas para entender melhor:

**Sobre o que fica pendente:**
- São tarefas concretas (trabalho, casa, estudos) ou é mais uma sensação difusa, sem algo específico?
- Você consegue identificar *o que* exatamente está ""atrasado""?

**Sobre o padrão:**
- Isso é recente ou você se lembra de sentir isso há muito tempo?
- Tem momentos em que a sensação diminui, ou é constante?

---

Pergunto porque essa sensação pode ter origens bem diferentes:

- **Excesso real** de demandas — mais coisas do que tempo/energia permitem
- **Padrão mental** de nunca sentir que é suficiente, independente do que você faz
- **Falta de clareza** sobre prioridades, o que faz tudo parecer urgente
- **Procrastinação em ciclo** — evitar → acumular → pressão → evitar mais

Cada uma dessas pede uma resposta diferente.

---

O que ressoa mais pra você quando lê isso? Ou a sensação é de outra natureza?",36,313,349,7.976,OK,,2026-08-20T14:38:13.122942+00:00,NEGATIVO,0.4342
P093_OPENAI,P093,Estresse,Moderada,Estou ficando sem paciência com as pessoas porque sinto que tenho coisas demais para resolver.,OpenAI,openai/gpt-5.4,"Entendo. Quando a cabeça está lotada, a paciência costuma ser uma das primeiras coisas a ir embora.

Isso não faz de você uma pessoa ruim — geralmente é sinal de sobrecarga, estresse ou sensação de estar carregando mais do que dá conta.

Pode ajudar pensar assim:

- **Você está irritado com as pessoas**
  ou
- **você está exausto e sem espaço mental?**

Muitas vezes é a segunda opção.

Algumas coisas práticas que podem ajudar hoje:

1. **Nomeie o que está pesando**
   Escreva rapidinho:
   - o que é urgente
   - o que pode esperar
   - o que nem deveria estar nas suas costas

2. **Reduza o contato por alguns minutos**
   Se puder, faça uma pausa curta antes de responder alguém. Até 10 minutos já ajuda a não descontar nos outros.

3. **Use frases de contenção**
   Quando sentir que vai explodir:
   - “Agora não consigo pensar nisso direito.”
   - “Preciso de alguns minutos e já volto.”
   - “Estou sobrecarregado, não é pessoal.”

4. **Escolha uma coisa só**
   Quando tudo parece demais, tentar resolver tudo ao mesmo tempo aumenta a irritação. Pegue só a próxima tarefa.

5. **Pergunte o que está faltando**
   Às vezes a impaciência vem de:
   - falta de descanso
   - fome
   - excesso de cobrança
   - sensação de não ter ajuda
   - tempo sem respirar

Se quiser, eu posso te ajudar a fazer uma triagem do que está te sobrecarregando agora. Você pode me responder só com uma lista curta das coisas que estão na sua cabeça.",23,363,386,6.369,OK,,2026-08-20T14:38:20.496051+00:00,NEGATIVO,0.5933
P093_ANTHROPIC,P093,Estresse,Moderada,Estou ficando sem paciência com as pessoas porque sinto que tenho coisas demais para resolver.,Anthropic,anthropic/claude-sonnet-4.6,"Entendo esse sentimento. Quando acumula muita coisa, qualquer interação pode parecer mais um peso.

Quero te ajudar a pensar sobre isso de forma honesta, não só te confortar.

**Algumas perguntas para refletir:**

- Essas ""coisas demais"" são reais e objetivas, ou algumas parecem maiores do que são por causa do cansaço?
- A impaciência com as pessoas está te prejudicando em relacionamentos importantes?
- Tem algo que você poderia delegar, adiar ou simplesmente soltar?

**O que costuma acontecer nessa situação:**

Quando estamos sobrecarregados, as pessoas ao redor se tornam ""mais um problema"" mesmo quando não são. Isso pode criar um ciclo ruim, onde você se isola justo quando precisaria de apoio.

---

Me conta um pouco mais se quiser:

- É sobrecarga de trabalho, problemas pessoais, ou tudo misturado?
- Você tem conseguido descansar minimamente?

Às vezes o problema não é a quantidade de coisas, mas a **falta de uma saída clara** para elas.",33,292,325,7.76,OK,,2026-08-20T14:38:34.256589+00:00,NEGATIVO,0.48
P094_OPENAI,P094,Estresse,Moderada,"Mesmo quando tenho algum tempo livre, não consigo aproveitar porque fico pensando no que deveria estar fazendo.",OpenAI,openai/gpt-5.4,"Isso é muito comum — e muito cansativo.

O que você descreve parece aquele estado em que o corpo até para, mas a cabeça continua “de plantão”. Em vez de descanso, o tempo livre vira culpa, cobrança ou sensação de dívida. Aí nem trabalhar direito nem relaxar de verdade.

Algumas coisas que podem ajudar:

1. **Dar nome ao que está acontecendo**  
   Em vez de “não sei aproveitar”, talvez seja: “estou tão acostumado a me cobrar que descanso parece errado”.

2. **Definir o que “deveria estar fazendo”**  
   Às vezes essa frase fica vaga e infinita. Pergunte:
   - O que exatamente eu acho que deveria fazer agora?
   - Isso é urgente mesmo?
   - Isso precisa ser feito por mim, neste momento?

3. **Planejar o descanso como algo legítimo**  
   Pode parecer estranho, mas marcar mentalmente: “das 19h às 20h eu vou descansar” ajuda a reduzir a culpa. Descanso não é falha de produtividade; é necessidade.

4. **Fazer transições curtas**  
   Se sair direto da obrigação para o lazer for difícil, tente 10–15 minutos de transição:
   - caminhada curta
   - banho
   - música
   - arrumar um canto
   Isso ajuda o cérebro a entender que mudou de modo.

5. **Aceitar que aproveitar não precisa ser perfeito**  
   Às vezes a pressão de “preciso relaxar direito” também atrapalha. Talvez o objetivo possa ser só: “vou ficar um pouco menos tenso agora”.

6. **Observar se isso é frequente e intenso**  
   Se essa culpa e inquietação aparecem sempre, mesmo quando você já fez o necessário, pode ter relação com ansiedade, exaustão ou um padrão de autocobrança mais profundo.

Se quiser, posso te ajudar a entender melhor isso com uma pergunta simples: **quando você pensa “deveria estar fazendo outra coisa”, o que normalmente vem à sua cabeça?**",25,431,456,7.378,OK,,2026-08-20T14:38:42.638331+00:00,NEGATIVO,0.522
P094_ANTHROPIC,P094,Estresse,Moderada,"Mesmo quando tenho algum tempo livre, não consigo aproveitar porque fico pensando no que deveria estar fazendo.",Anthropic,anthropic/claude-sonnet-4.6,"Isso que você descreveu tem nome - é difícil descansar quando a cabeça não desliga junto com o corpo.

Antes de ir direto para soluções, quero entender melhor:

**Quando você fica pensando ""no que deveria estar fazendo""...**

- São tarefas concretas que ficaram pendentes?
- Ou é mais uma sensação vaga de que descansar em si é ""errado""?
- Isso te impede de descansar de verdade, ou só fica aquela voz chata no fundo?

Pergunto porque são problemas diferentes. Um é sobre organização e pendências reais. O outro é sobre uma crença de que você só tem valor quando está sendo produtivo - e aí nenhuma lista de tarefas resolve.

O que ressoa mais com o que você sente?",36,207,243,5.849,OK,,2026-08-20T14:38:56.985247+00:00,NEGATIVO,0.5638
P095_OPENAI,P095,Estresse,Alta,Estou tão sobrecarregado que está difícil organizar até as tarefas mais simples.,OpenAI,openai/gpt-5.4,"Sinto muito. Quando tudo parece demais, até o básico vira um peso real — isso não é preguiça nem falha sua.

Vamos fazer o menor passo possível agora. Sem tentar resolver tudo.

Responda só com uma dessas opções:

**1. “Listar”** → eu te ajudo a tirar tudo da cabeça e organizar  
**2. “Priorizar”** → eu te ajudo a decidir o que vem primeiro  
**3. “Começar”** → eu te dou um plano de 5 minutos para iniciar uma tarefa  
**4. “Pausar”** → eu te ajudo a diminuir a sobrecarga agora

Se estiver difícil até escolher, faz só isso:

- solte os ombros
- descruze a mandíbula
- inspire por 4
- expire por 6
- repita 3 vezes

E me diga apenas: **“não sei”**. Eu assumo daqui.",21,198,219,3.781,OK,,2026-08-20T14:39:01.769296+00:00,NEGATIVO,0.5
P095_ANTHROPIC,P095,Estresse,Alta,Estou tão sobrecarregado que está difícil organizar até as tarefas mais simples.,Anthropic,anthropic/claude-sonnet-4.6,"Entendo essa sensação. Quando estamos sobrecarregados, o próprio ato de organizar parece consumir energia que você já não tem.

Antes de sugerir qualquer coisa, quero entender melhor:

**O que está pesando mais agora?**
- É a quantidade de tarefas em si?
- A dificuldade de saber por onde começar?
- A sensação de que não vai dar conta mesmo?
- Ou algo mais por trás disso tudo?

Pergunto porque ""sobrecarga"" pode significar coisas muito diferentes, e não quero te dar uma lista de dicas genéricas que vai parecer mais uma coisa para processar.",33,169,202,4.736,OK,,2026-08-20T14:39:12.760952+00:00,NEGATIVO,0.4701
P096_OPENAI,P096,Estresse,Alta,Sinto que cheguei no meu limite de responsabilidades e não estou conseguindo descansar de verdade.,OpenAI,openai/gpt-5.4,"Sinto muito que você esteja assim. Chegar nesse ponto de exaustão é pesado, e o fato de você perceber isso já é um sinal importante: seu corpo e sua mente estão pedindo ajuda e pausa.

Se quiser, posso te ajudar de forma prática agora. Antes de qualquer coisa, tenta fazer isso nos próximos 2 minutos:

1. Solta os ombros.
2. Desencosta a língua do céu da boca.
3. Faz 3 respirações lentas:
   - inspira por 4
   - segura por 2
   - solta por 6
4. Pergunta pra si mesmo: “O que está me esmagando mais hoje: excesso de tarefas, cobrança, culpa, ou falta de apoio?”

Você não precisa resolver tudo agora. Só identificar já ajuda.

Também quero te dizer algo importante: descanso não é só “parar”. Quando a pessoa está sobrecarregada, ela pode até parar fisicamente e mesmo assim continuar em estado de alerta por dentro. Então o problema não é fraqueza sua — pode ser acúmulo demais por tempo demais.

Talvez ajude separar em três níveis:

- **Urgente hoje:** o que realmente precisa acontecer?
- **Pode esperar:** o que não precisa ser resolvido agora?
- **Não é só seu:** o que você está carregando sozinho, mas deveria dividir, adiar ou recusar?

Se quiser, posso te ajudar a montar uma espécie de “descompressão” para hoje, bem simples, tipo:
- 1 coisa para cancelar
- 1 pessoa para avisar
- 1 tarefa mínima essencial
- 1 forma real de descanso hoje

E preciso checar uma coisa com cuidado: quando você diz que chegou no seu limite, isso é um jeito de falar do cansaço ou você está tendo pensamentos de se machucar, desistir de tudo ou que não vale mais a pena continuar? Se houver qualquer risco imediato, ligue para o serviço de emergência da sua região agora. Se estiver no Brasil, você também pode falar com o **CVV pelo 188**, 24 horas, ou pelo site **cvv.org.br**.

Se quiser, me responde só com uma frase:
**“o que mais está me pesando é…”**
e eu te ajudo a organizar o próximo passo sem te sobrecarregar ainda mais.",25,488,513,8.63,OK,,2026-08-20T14:39:22.395088+00:00,NEGATIVO,0.56
P096_ANTHROPIC,P096,Estresse,Alta,Sinto que cheguei no meu limite de responsabilidades e não estou conseguindo descansar de verdade.,Anthropic,anthropic/claude-sonnet-4.6,"Isso que você está descrevendo é sério, e faz sentido que esteja pesado.

Quero entender melhor o que está acontecendo com você.

**Quando você diz que chegou no limite** - isso está mais ligado a:

- Quantidade de coisas que você precisa dar conta?
- Sensação de que mesmo quando para, a cabeça não desliga?
- As duas coisas juntas?

E esse cansaço - está há quanto tempo assim? Foi chegando aos poucos ou teve algum momento específico que piorou?",35,140,175,4.329,OK,,2026-08-20T14:39:35.263693+00:00,POSITIVO,0.3675
P097_OPENAI,P097,Estresse,Alta,Tenho passado vários dias em um ritmo muito intenso e estou começando a me sentir completamente esgotado.,OpenAI,openai/gpt-5.4,"Sinto muito que você esteja passando por isso. O que você descreve parece **esgotamento/sobrecarga**, e vale levar a sério.

### Primeiro: uma checagem rápida
Me diga qual dessas opções descreve melhor como você está agora:

**A.** Só cansado/sobrecarregado, mas funcional  
**B.** Muito esgotado: irritado, sem foco, dormindo mal, corpo “travado”  
**C.** Em crise: ansiedade forte, vontade de sumir, sensação de não aguentar  
**D.** Pensando em se machucar ou sem conseguir se manter seguro

Se for **C ou D**, procure apoio humano **agora**: alguém de confiança, atendimento psicológico/médico, ou serviço de urgência da sua região. Se você quiser, eu fico com você e te ajudo a decidir o próximo passo.

### Se for esgotamento forte, faça isso nas próximas 2 horas
1. **Pare por 10 minutos sem tela.**  
2. **Beba água e coma algo simples** se estiver há horas sem comer.  
3. **Respiração curta para desacelerar:** inspire 4, solte 6, por 10 ciclos.  
4. **Adie o que não for urgente hoje.** Escolha só **1 tarefa essencial**.  
5. **Avise alguém:** “Estou no meu limite hoje e preciso reduzir o ritmo.”

### Sinais de que seu corpo está pedindo freio
- dificuldade de focar até em coisas simples  
- irritação ou choro fácil  
- sensação de “pane” mental  
- insônia ou sono que não recupera  
- tensão muscular, dor de cabeça, coração acelerado  
- culpa por descansar

### Um plano mínimo para hoje
- **1 prioridade real**
- **1 pausa de 20–30 min**
- **1 refeição decente**
- **1 mensagem para alguém**
- **hora para encerrar o dia**, mesmo que “falte coisa”

### Quero entender melhor
Se quiser, me responda com uma frase:
- **O que está te drenando mais: trabalho, estudo, problemas pessoais, ou tudo junto?**
- **Há quantos dias você está assim?**
- **Você está conseguindo dormir?**

Se preferir, eu também posso te ajudar a montar um **plano de sobrevivência para as próximas 24 horas**.",27,507,534,8.361,OK,,2026-08-20T14:39:44.626846+00:00,NEGATIVO,0.5307
P097_ANTHROPIC,P097,Estresse,Alta,Tenho passado vários dias em um ritmo muito intenso e estou começando a me sentir completamente esgotado.,Anthropic,anthropic/claude-sonnet-4.6,"Entendo, e é importante que você esteja reconhecendo isso.

Antes de te dar uma lista de dicas, quero entender melhor a sua situação:

**O que está gerando esse ritmo intenso?**

- É trabalho/pressão externa que você não consegue controlar agora?
- É algo que você escolheu e está difícil de parar?
- É uma combinação de várias coisas ao mesmo tempo?

E quando você diz **""completamente esgotado""** — isso está sendo mais:

- Físico (cansaço, dor, falta de energia)?
- Mental (dificuldade de concentrar, sensação de sobrecarga)?
- Emocional (irritação, vazio, desmotivação)?

Pergunto porque o esgotamento tem faces diferentes, e o que realmente ajuda depende muito do que está acontecendo de verdade com você.

O que está rolando?",38,231,269,5.659,OK,,2026-08-20T14:39:57.223761+00:00,NEGATIVO,0.4694
P098_OPENAI,P098,Estresse,Alta,As cobranças estão vindo de todos os lados e parece que não tenho espaço para parar e me recuperar.,OpenAI,openai/gpt-5.4,"Isso soa muito pesado. Quando tudo exige algo ao mesmo tempo, é comum sentir que não existe nenhum espaço interno para respirar.

Você não precisa resolver tudo agora. Vamos reduzir isso para o próximo passo.

Tente fazer só estas 3 coisas nos próximos 10 minutos:

1. **Pare por 1 minuto**
   Sente ou fique parado e faça uma respiração simples:
   inspire por 4, solte por 6, por 5 vezes.

2. **Separe o que está te pressionando**
   Pegue papel ou celular e escreva só três categorias:
   - urgente
   - importante, mas pode esperar
   - coisas que não vou conseguir dar conta hoje

3. **Escolha apenas uma próxima ação pequena**
   Algo como:
   - responder uma mensagem importante
   - adiar um compromisso
   - pedir prazo
   - tomar água e deitar 15 minutos

Se quiser, eu também posso te ajudar a organizar essas cobranças agora mesmo. Você pode me mandar em lista tudo que está vindo “de todos os lados”, e eu separo com você no que é:
- prioridade real
- pressão dos outros
- o que pode esperar
- o que precisa de ajuda, não de força

E preciso checar uma coisa importante: quando você diz que não tem espaço para parar e se recuperar, isso é exaustão e sobrecarga, ou você está se sentindo em risco, com vontade de sumir, se machucar ou pensando que não aguenta mais viver?",27,316,343,6.416,OK,,2026-08-20T14:40:04.641606+00:00,NEGATIVO,0.5426
P098_ANTHROPIC,P098,Estresse,Alta,As cobranças estão vindo de todos os lados e parece que não tenho espaço para parar e me recuperar.,Anthropic,anthropic/claude-sonnet-4.6,"Isso que você descreveu é muito pesado. Quando as cobranças vêm de todos os lados ao mesmo tempo, é como se o chão nunca fosse firme o suficiente para você se reequilibrar.

Quero entender melhor o que está acontecendo com você.

**Essas cobranças estão vindo de onde principalmente?** Do trabalho, de relacionamentos, de você mesmo... ou de várias frentes ao mesmo tempo?

E quando você fala em ""parar para se recuperar"" — você sente que está no limite agora, ou já passou dele faz um tempo?",38,148,186,4.203,OK,,2026-08-20T14:40:15.377841+00:00,POSITIVO,0.4142
P099_OPENAI,P099,Estresse,Alta,Estou cansado física e mentalmente e qualquer nova obrigação parece pesada demais agora.,OpenAI,openai/gpt-5.4,"Sinto muito que esteja assim. Isso parece um sinal importante de esgotamento, não fraqueza.

Se quiser, faça só isto agora, sem pensar no resto:

1. pare por 1 minuto  
2. solte os ombros  
3. beba um pouco de água  
4. respire devagar: 4 segundos inspirando, 6 expirando, 5 vezes  
5. escolha apenas uma coisa mínima para fazer hoje — ou nenhuma, se puder

Você não precisa dar conta de tudo no estado em que está. Quando o corpo e a mente chegam nesse ponto, “forçar mais” costuma piorar.

Pode ajudar também:
- adiar o que não for urgente
- mandar uma mensagem simples para alguém: “não estou bem hoje, estou muito esgotado”
- comer algo básico
- deitar um pouco ou fechar os olhos por 10 minutos
- reduzir estímulos por um tempo

Se isso está durando vários dias, ou está afetando muito seu trabalho, sono, alimentação ou vontade de continuar, vale muito procurar ajuda profissional — médico, psicólogo ou alguém de confiança.

E preciso perguntar algo importante: você está em segurança agora? Está tendo pensamentos de se machucar, de morrer, ou de que não aguenta mais?",22,264,286,5.781,OK,,2026-08-20T14:40:22.160923+00:00,NEGATIVO,0.55
P099_ANTHROPIC,P099,Estresse,Alta,Estou cansado física e mentalmente e qualquer nova obrigação parece pesada demais agora.,Anthropic,anthropic/claude-sonnet-4.6,"Isso que você está descrevendo é sério, e faz sentido parar e reconhecer isso.

Quando tudo parece pesado demais, geralmente é porque você carregou muito por tempo demais, não porque você é fraco ou incapaz.

Quero entender melhor o que está acontecendo com você.

**Esse cansaço tem uma causa específica** que você consegue identificar, ou é mais uma sensação acumulada de muitas coisas ao mesmo tempo?",33,122,155,3.926,OK,,2026-08-20T14:40:34.153319+00:00,NEGATIVO,0.3683
P100_OPENAI,P100,Estresse,Alta,"O estresse está começando a afetar minha concentração, meu sono e minha forma de lidar com as pessoas.",OpenAI,openai/gpt-5.4,"Sinto muito que você esteja passando por isso. Quando o estresse começa a afetar **concentração, sono e relacionamentos**, é um sinal importante de que seu corpo e sua mente estão pedindo atenção.

### Algumas coisas que podem ajudar já hoje:
- **Pausas curtas durante o dia**: 5 minutos para respirar, levantar, beber água ou se afastar de estímulos.
- **Respiração simples**: inspire por 4 segundos, segure 4, solte por 6–8. Repita por 2 minutos.
- **Reduzir excesso de estímulos à noite**: tela, trabalho, discussões, cafeína.
- **Escrever o que está te sobrecarregando**: às vezes colocar no papel ajuda a organizar.
- **Sono**: tente manter um horário minimamente regular, mesmo que o sono ainda esteja ruim.
- **Falar com alguém de confiança**: não carregar isso sozinho(a) pode aliviar bastante.

### Também vale observar:
- O que está te causando mais estresse neste momento?
- Há quanto tempo isso está acontecendo?
- Você sente irritação constante, sensação de estar no limite ou dificuldade de desligar a mente?

### Quando procurar ajuda profissional
Se isso está durando há semanas, piorando, ou atrapalhando sua rotina, um **psicólogo** ou **médico** pode ajudar bastante. Não precisa esperar “ficar insuportável” para buscar apoio.

### Importante
Se junto com isso você estiver tendo:
- crises intensas de ansiedade,
- sensação de desespero,
- vontade de sumir,
- pensamentos de se machucar,

procure ajuda imediata com alguém próximo, um serviço de urgência da sua região, ou um profissional de saúde.

Se quiser, eu posso te ajudar a fazer uma **triagem rápida do seu nível de estresse** com 5 perguntas, ou montar com você um **plano simples para hoje e para esta semana**.",29,412,441,7.122,OK,,2026-08-20T14:40:42.279362+00:00,NEGATIVO,0.4618
