review_text,overall_rating
"A bateria com carga completa dura pouco mais de uma hora, apenas.",2
Recomendo o produto!!!!!!!!!!!!!!!!!!!!!!!!!!!!¡!!!!!!!!,4
Minha máquina veio faltando um pé e não sei o que faço não encontrei na pagina da americanas onde reclamar,2
I love You Comportamental. - Conteúdo super interessante para quem gosta da área ou quem busca mais conhecimento.,5
"Celular muito bom, preço acessível e atente as expectativas, espero que continue recebendo atualizações de sistema pois pretendo continuar com ele por vários anos. Bateria é um ponto forte e suas configurações de sistema também, recomendo.",5
Não esquenta vai p lixo comprei pensando q era boa horrível,1
estou muito satisfeito pela compra e indicaria sim ão um amigo,5
Produto não faz efeito estou indignada com uma loja tão conhecida vender produtos falsos....,1
Minha avaliação não posso da ainda porque comprei o produto agora é estou esperando a entrega mais por favor atualizem as especificações do produto já que muitas pessoas pergunta é demora a resposta é as especificações não fala se véi montado qual é sua fonte e etc. Brigado pela atenção,1
"Super Recomendo, ótimo produto. entrega rápida. Super agilidade na entrega",5
"celular bom , lindo e sofisticado, porém eu comprei pela câmera que prometia 16 MP o que eu achei que as fotos seriam perfeitas.... as fotos a noite ficam muito ruim e tremidas. o celular realmente é resistente a água , rápido , porém minha reclamação vai para a câmera que não cumpre com os 16 MP informados.",3
Não posso avaliar o produto porque ainda não o recebi. Mas o prazo de entrega esse sim posso porque já fiz o pedido há 16 dias e nem a nota fiscal emitiram ainda...  A americanas já me atendeu com mais presteza...,3
"Gostei bastante, bem bonita pelo preço pago. Não tem a melhor qualidade, mas o acabamento é bem feito.",4
"Com certeza a melhor ração para ferret, os meus amam nutrópica.",5
As fotos ficaram em preto e branco... Nunca tive problemas com produtos LG  e nem com as lojas americanas. Mas fiquei triste desta vez.  Espero que da próxima dê mais sorte,1
"O prazo era até o dia 15/05/2018, ou seja, antes da greve dos caminhoneiros. Portanto, sem desculpa para tanto atraso, sem justificativa. Simplesmente decepcionada com esta empresa, não indico para ninguém!",1
"Produto esquenta bastante , impossível  de utilizar , apresebtou problemas no primeiro uso.",1
"A marca Budermayer é  excelente.  Macias, encorpada, cor muito bonita. Ê  Budermayer.",4
Recebi produto 127v quando moro em recife com voltagem 220vt Gostaria de trocar mercadoria por 220v,1
"O Site Americanas deveria intervir junto aos.sites parceiros, pois o q foi anunciado não foi entregue ate agora, fiz a a compra de um refletor em alumínio e me foi entregue um refletor em ferro, o q não atende a minha necessidade. Paguei caro, foi feita a logística reversa pq não aceitei o produto abaixo daquele q escolhi e paguei  é ainda não recebi o produto correto ou informações.",1
"O produto chegou fora do prazo, chegou todo torto, e o acabamento é horrível não recomendo nem a loja e nem as americanas que permitem um fornecedor nesse padrão !",1
"Entrega super rápida em 4 dias, e a entrega foi feita no domingo, só tenho a elogiar a Americanas e a PagueDepois, o smartphone é sem dúvida lindo, e rápido gostei de mais, ainda mais por ser androidOne, chego e já atualizou pro Android 8.0, super recomendo.",5
"comprei um mas me decepcionei a camera e pessima qualidade,trava muito a chamada voce faz a ligação leva de 5 a 8 segundos para concluir, entao se voce ta pensando em comprar um lg k10 desses ai nao compra minha recomendaçao.",1
"Fácil instalação. Ótimas imagens e som. Ideal para colocar na parede, pois os pés de apoio não nos dão total segurança! Entrega pontualíssima!",4
Quero um contato para resolver meu problema... o produto explodiu no segundo dia de uso.   Aguardo o retorno!,1
AINda nao recebi o produto. Estou aguardando resposta sobre o que esta acontecendo.,1
Prático para nós mulheres que não gostamos de perder tempo espero mas protudo prático para nós .,4
"Relógio bonito, todo preto, mas não é robusto quanto parece na foto.",4
"Excelente Produto, nota10, Super Recomendo, amei, Recomendo a compra do produto!!",5
"É uma cera muito elástica e que derrete facilmente, mesmo sem estar em uma temperatura muito alta, o que facilita mante-la no ponto a uma temperatura agradável para pele.",5
"ATÉ O MOMENTO NÃO RECEBI O PRODUTO, 10/03/2018, FICO AGUARDANDO ATÉ QUANDO?????",1
"Tudo certo com o produto, camera boa, grava videos com otima qualidade. Recomendo",5
"Ótimo celular. Já é o segundo LG que eu compro. Super bateria, que para o meu uso, dura 2 dias. Configurações boas de memória interna e ram. Achei a entrega super rápida. Comprei há 20 dias atrás pelo site Americanas.com num domingo às 23h e chegou na minha casa numa quinta feira às 14h.",4
"Muito bom, já é a segunda vez que compro esse produto pelo mesmo site veem em excelente estado. Só demorou já pouco, mas valeu apena.",5
Comprei um desse modelo para o meu filho no dia 7/12 /17 o mesmo so chegou no dia 4/01/18 e para minha tristeza 7 dias depois deu defeito mandamos de volta para a empresa fabricante e até a data dw hoje nem uma notícia ja liguei para americanas duas vezes e nada um descaso com o cliente decepcionada com a loja americanas,1
Além de linda chegou bem antes do previsto.. Super recomendo,5
"Eu estava buscando uma esteira, espaçosa, silenciosa e macia para realizar meus treinos de corrida diários, que são extremamente importantes para mim. Pesquisei bastante na internet, pedi referências para amigos que fazem corrida e conhecem bem de equipamentos, e encontrei a esteira Speedo TR5. Analisei as características técnicas, e iriam atender o que eu precisava.   Fiz a compra, e o equipamento felizmente chegou em casa em perfeito estado. Quando fui iniciar minha rotina de treinos, fiquei surpreso, pelo silencio, e pela facilidade de utilizar o equipamento (simples, efetivo e rápido). Realizei meu treinamento com uma grande tranquilidade, achei muito macia e me atendeu muito bem. Até o momento só tenho recomendações positivas para fazer sobre o produto.  Como tive dúvidas e dificuldades para encontrar um modelo ideal para mim, quis fazer esta recomendação para quem estiver buscando um excelente equipamento com um bom custo benefício. Recomendo a compra!",5
"Não recebi o produto, e nem me reembolsaram o valor pago, quer realmente que eu avalie?  Não tenho para opinar, devido minha enorme insatisfação!",1
"O prazo para entrega da estante era 30/04(ontem) e ainda não recebi. Ja enviei uma reclamação e recebi uma mensagem automática que seria repassada ao parceiro fornecedor, no caso a Micasa, ainda não recebi resposta. Comprei a estante porque no site constava que a entrega seria feita pela Americanas.com, escolhi até um fornecedor mais caro para ter a garantia da americanas entregando, pois a estante é para decorar uma festinha infantil e não poderia correr o risco de não receber a tempo. Mas para a minha surpresa quando finalizei o pedido, ficou constando que a entrega também era feita pela Micasa e não pela americanas como constava no site. Peço, por gentileza, que entrem em contato com a Micasa, para que ela envie minha estante urgentemente. Grata!",1
"Ajuda muito para registrar ácaros em Citros, pois aumenta mais que as lentes convencionais. E facilita sendo direto no Celular. Recomendo",4
"O cartucho chegou no tempo previsto e lacrado, como vem da HP. O preço achei muito bom. Recomendo",4
"Produto bom, entrega rápida e fácil configuração. Falta visão noturna e manual em Português.",3
"Estou satisfeito, faz pouco barulho, é prático e gela bem.",4
"Atendeu o que e esperava do produto, e a entrega foi no prazo. Gostei muito.",4
Ótimo  Ótimo Ótimo Ótimo Ótimo Ótimo Ótimo Ótimo Ótimo Ótimo Ótimo Ótimo Ótimo Ótimo,5
Despretencioso. Poderia vir com mais controles  e uma qualidade melhor de som.,3
"Material é de boa qualidade, aparentemente a mochila é bem resistente e a entrega foi realizada muito antes do prazo.",4
"Apesar da demora de mais ou menos 1 mês para chegar...  Produto super útil pra quem passa o dia todo fora de casa, muito portátil e prático. No meu iPhone 7 Plus ele da 2 cargas completas, poderia dar mais, mas mesmo assim atendeu as minhas expectativas. Recomendo o produto.",4
Amei !!! Super prático e muito fácil de utilizar  Todas minhas irmãs amaram...kkk Tive que dar de presente para duas .,5
"Super linda, chique, minha cachorrinha amou! Super recomendo.",5
"Comprei no site da americana, e até hoje estou esperando o produto. Não entregam. Não comprem. Americana é picareta com o consumidor",1
O celular trava e a voz do microfone não sai muito boa Vc tem.que falar gritando com a pessoa na outra linha,2
O produto é bom. O que eu não gostei foi da entrega. Pensei que fosse por transportadora e não pelos Correios. Tive que ir na agência pegar o produto porque não entregaram. Seria bom que a Americanas informasse por qual meio será feita a entrega.,3
"Comprei o primeiro kit veio tudo bonitinho, resolvi comprar mais um....um lixo....cada calcinha de um tamanho, pedi M e no meio veio com etiqueta M, mas tamanho pequeno e as cores, q consta no site, vieram errada...veio, verde, rosa...uma salada e cores horríveis...Começa à vender muito a qualidade caí....",1
"Funciona bem, boa memória, atende bem minhas necessidades, acesso internet, assisto filmes e tenho alguns apps de jogos que são bem carregados, deixou um pouco lento, porém funcionando razoavelmente bem.",3
Levando se em consideração o preço o produto é compatível interessante. Foi entregue no prazo.,3
Produto de qualidade superando as expectativas e entrega  rápida ! Recomendo ******,4
Ótima Didática e entrega rápida.  Recomendo. qwert,5
A espessura do vidro 12mm e válvula de saída quantas polegadas,3
Gostei muito da maquina. Superou minhas expectativas.  Excelente produto e recomendo!   A entrega também dentro do prazo estabelecido.,5
"Como posso avaliar uma coisa que ainda não recebi, vocês devem estar de brincadeira comigo mandando eu avaliar produto que não chegou em minhas mãos.",3
"- Produto bonito, material bom, porém falta a grela de encaixe do ralo. Não encontra para comprar. Em virtude disso a instalação não fica boa.",3
"Qualidade ótima, atende as expectativas pelo preço!",4
"Produto simples de instalar, com fácil manuseio. Atendeu as expectativas de segurança,facilidade na instalação e uso.",4
Mal usamos e já quebrou. Entrei em contato com as Americanas há mais de uma semana para a troca e até agora esperamos.,1
Leia bem as especificações antes de comprar. Fiquei procurando o leitor de cd/dvd e tive esta surpresa.,3
"Excelente produto, cumpre o que promete. Som ótimo, duração da bateria muito boa.",5
aparelho chegou de forma rápida e segura. todos os acessórios. realmente sem qualquer reclamação.,4
Já se passaram mais de 2 meses e nada de receber minha cama. O prazo final era ontem e nada de receber a cama e nenhuma explicação!!!,1
"Ele e bom e barato, a qualidade do material é bem digamos ""chinesa "" mas pelo preço tá certo .     eu recomendo",4
"Constatamos que ao inflar houve o surgimento de um furo em uma das emendas, na primeira vez que usamos. Não conseguimos avaliar o conforto...",2
"Apesar de ser usado apenas uma vez,deu para sentir a eficiência do produto,espero contar com isso ao longo do tempo.",4
"Um celular excelente e fácil de manusear, indicado para quem quer ter um trabalho com qualidade.",5
O produto chegou danificado e há 5 dias pedi troca e a Americanas não se manifestou. Não compre!,1
"bom, porem a embalagem veio completamente destruida",3
"Excelente! Superou minhas expectativas! Ótimo desempenho, limpa muito bem todas as superfícies, adorei!",5
Muito bom meu celular só tem 16gb agora da pra aumentar o espaço com 32gb excelente,5
Perfeito para nossa geladeira consul duplex. E muito mais barato que em qualquer loja de Búzios.,5
A remasterização está perfeita!  A imagem está em altíssima qualidade!  Os brindes que vem dentro do box também estão muito bons!  Recomendo a compra!  Produto excelente!,5
"comprei na pre venda e ate agora nada do meu jogo, não servem nem pra atualizar o status de entrega. muito descaso da loja",1
"Placa peltier é utilizada em pequenos projetos de eletrônica onde seja necessário converter energia elétrica em calor ou vice-versa, esta placa mede 40 mm x 40 mm e tem potência elétrica de até no máximo 60W. Modelo: TEC1-12706 – Faixa de temperatura: -30 a 70 Celsius – Tensão de operação: 0-15,2VDC – Corrente de operação: 0-6A – Potência máxima: 60W. Boa para aplicações de refrigeração de circuitos de potência. Melhores resultados quando é utilzada junto com um dissipador de calor que poderá ser de alumínio ou ligada à um pequeno radiador com arrefecimento, usado em placas de computador como por exemplo, placas de vídeo.",4
Muito lindo porém frágil Dois dias de uso quebrou a roda Alguém para me dizer onde comprar uma?,3
Não gostei do produto muito complicada para montar e desmontar.   Tinha que ser mais prática como a outra que tive.   Muito complicado montar e dês,2
"Tanto as Americanas quanto a loja Utilitaria são responsaveis pelo produto , no meu caso mandei varias mensagens sobre esse produto que veio totalmente errado e com defeito. Pedi o cancelamento da compra ou a troca e nunca me responderam. Americanas pra mim já éra, cuidado comprem nesse site. Detalhe até hoje não recebi nota fiscal, e vou acionar os meios legais porque isso é crime.",1
"Instalei os pneus em minhas rodas novas a uma semana e já é bem perceptível a diferença, tanto no ruído muito menor em relação à pista quanto à frenagem e estabilidade! Não posso dizer nada quanto à durabilidade, muito cedo ainda, mas tenho boas expectativas!",5
"Mto bom. N embola o cabelo na hora de lavar (cabelos com luzes), em comparação com aos outros shampoos.",4
"Nossa muito bom o livro e chegou uma semana antes do esperado, estou amando.",5
Comprei esse produto mas a Azevedo Tintas entregou outro completamente diferente.,1
"Achei boa, só a imagem um pouco escura, e quando tenta regular a cor, brilho fica estranha não fica muito nítida.",3
Gostei muito desse produto recomendo que comprem esse produto.,4
"Fácil instalação e aparenta segurança, apesar de ser bem visível, o que já desestimula quem conhece essa trava, não destoa muito na roda. Acredito que compensa o custo x benefício.",4
Produto de ótima qualidade e embalado perfeitamente bem. Recomendo e compro sempre no site!,5
Nao tenho como avaliar o produto pois o mesmo foi entregue com a voltagem errada. Devolvo dentro do prazo e até o presente momento não recebi outro de volta e nem mesmo uma única explicação do porquê. Gostaria que resolvessem isto.,1
"maravilhoso  kit chegou completo  antes do prazo obrigado, esta  de parabéns ameriacanas",4
"O fogão chegou no tempo previsto, mas faltou a chapa que acompanha.",2
"Gostei muito do produto, poderia nesse produto também ter a função de tocar e gravar CD, apesar de esta obsoleto, seria muito bom para que tem CD's antigos poder ouvir ou gravalo em pendrive.",4
"ATE HJ 15.5.18, PRODUTO NÃO FOI ENTREGUE,NÃO TENHO COMO AVALIAR. AGUARDANDO CHEGADA",1
"Gostei muito do conjunto,pra mim é muito bom do forno pra mesa freezer  geladeira enfim eu amo e acho  que são coringas ,tem 5000 ultilidades !",5
"Telefone super bonito e elegante, com todas as funções que preciso, recebi antes da data final. Mas não dá linha! está sempre mudo, recebe chamadas, mas para eu realizá-las é impossível!!! quero meu dinheiro de volta!!!",1
AMEI AS PANELAS. A QUALIDADE É MUITO BOA AO TODO FIQUEI BASTANTE SATISFEITA COM O KIT,4
Produto de boa qualidade e uma tecnologia moderna que atende ao usuário.,4
"Minha esposa adorou nada a reclamar, boa memória , boa bateria , tela grande não pesa pelo preço é um dos melhores no mercado mesmo",4
O aparelho chegou amassado e com defeito na placa. Como só vi dias depois quando tirei da caixa  para instalar não só tive que levar numa autorizada eletrolux como me cobraram R$ 550 para arrumar um aparelho novo de R$ 1056. Péssimo !,1
"Ótima compra! Recebi 3 dias após a compra prazo bastante antecipado pelo previsto! Parabéns as Lojas Americanas ( Loja Belgrado) ! A batedeira dispensa qualquer comentário só elogios, além da beleza e robustez é prática e trabalha perfeitamente. E Quanto a profundidade  citada no comentário anterior na  minha versão o braço com o batedor e o bowl estão ajustados e bati duas claras em neve perfeitamente. Super recomendo!!! Amei",5
"Produto atendeu as minhas expectativas, conforme o anúncio. Super recomendo!",3
"Produto é melhor do que eu esperava, Lojas Americanas foi rápida na entrega e seus funcionários sempre com exclente atendimento. Obg.",5
"Xícaras além de bonitas, são praticas e boas para ""pegar"" tornando o capuccino mais agradável.",4
"Boas e bonitas para o dia a dia , não é antiaderente portanto, bom usar em fogo moderado. Uso para quatro pessoas.",3
NÃO RECEBI O PRODUTO ATÉ O PRAZO COMBINADO DO DIA 11/04/2018.,1
"Excelente produto, adorei!! Entrega perfeita e tudo no prazo, sem problemas!!",4
"Não se deixem enganar pelo anúncio, os caras devem simplesmente achar que seus consumidores são completos leigos sobre computador, ou têm ciência disso e estão tentado se aproveitar dos desinformados. Além de problemas com a descrição dos itens, temos outro fator, que é basicamente o sucateamento de meia duzia de peças ultrapassadas, no qual colocam junto uma placa de vídeo mais moderna (sendo a única a estar melhor descrita no título do anúncio, por que será?), e jogam tudo dentro de um gabinete com janela de acrílico, intitulando o dito cujo de ""PC GAMER"". Fico decepcionado com as lojas americanas por compactuarem com a venda desse tipo de produto sob o nome de sua marca. Espero que passem a analisar melhor os itens que são anunciados por seus associados, para que o comprador possa comprar com mais segurança e ter mais certeza na hora de efetuar o pagamento, tendo total clareza do que realmente está levando. Apenas!",1
"Comprei e tinha apenas uma unidade do produto, provavelmente já havia sido trocado por outro comprador e venderam novamente.  Dei de presente ao meu afilhado, o saco que envolvia o brinquedo estava rasgado e o brinquedo murcho. Achei que era assim mesmo, enchi e no dia seguinte pela manhã tornou a ficar murcho.  Estou tentando o reembolso até o momento, pois não tem mais nenhum para efetuar a troca.",1
"Excelente produto. Prático, rápido e eficaz. Vale a pena comprar, com certeza",5
A americanas está de parabéns entregaram a mercadoria na data certa quê marcaram de intregar produto veio conforme o pedido muito bom gostei muito.,5
"Amei essa mesa de passar. Já comprei duas dela e uma dei de presente para minha mãe. Leve, simples, posso guardar, pois dobra. Muito bom. Recomendo.",5
Paguei no início de dezembro e até agora não devolveram meu dinheiro!!!,1
Descosturou na primeira lavagem. Produto caro e de marca famosa. Não era pra ter acontecido isso.,1
"Surpresa agradável, a experiência com o Meizu M5c! Aparelho muito bom, para o valor. Boa construção, fácil utilização, boas câmeras e boa autonomia da bateria de 3000 mAh. Estou satisfeito com o aparelho!",4
"Amei superou as expectativas, gostei muito do produto e chegou muito rápido.",5
É uma produto de qualidade não trava a bateria demora usando a internet leva quase o dia todo recomendo.     Edimilson,4
Estou aguardando o produto até hoje. Muito ruim ter que aguardar tanto tempo por um produto.,1
"olá amigo(a) o produto atendeu o que eu esperava, bom o produto",3
"Entregue no tempo previsto e perfeito o produto, continue assim. Parabéns",4
Exatamente o que eu esperava. Fácil manuseio e limpeza. A entrega pode melhorar. Tive que buscar nos Correios.,5
Enrolaram quase 1 mês para dizer que o produto saiu de linha. Como pode Americanas? Aonde está a organização e comunicação de logística? Vergonhoso e nunca mais compro no site de vocês.,1
"Atendeu minhas expectativas, ótimo produto, muito bom.",5
Super atendeu as minhas expectativas e necessidades,4
"A bateria e as câmeras não são nada como esperamos. Descarrega muito rápido, até mesmo sem ser utilizado. Tive que fazer pedido de devolução.",1
Leitura fácil e conteúdo de qualidade! Muito bom para nortear o atendimento infantil.,4
"Ótimo produto. Porém era uma entrega agendada para semana que vem. O entregador me ligou com a maior falta de educaçao falando q estava na porta da casa p entregar sendo q era um presente para uma amiga sendo q seria entregue na casa dela. Como estava agendada para o dia 24 nao tinha ngm na casa dela e o entregador mal educado me disse q ele nao tinha nada com isso e q era p eu ver onde comprei, q ngm avisou ele q era agendada. Deixou a mercadoria na vizinha da minha amiga, pessoa q ela nem conhece direito pq nao podia esperar 30 min p alguem chegar em casa e disse VOU LEVAR EMBORA. Acho q a Americanas devia rever o agendamento de entregar e fazer a transportadora cumprir.",3
"Eu comprei e gostei muito, pelo preço e o que ele me oferece, valeu muito a pena",1
comprei o perfume achando que pelo menos tivesse um pouco e fixação .......Perfume sem fixação nenhuma... me arrependi !!! creio que seja pelo custo do mesmo,1
"um produto que atendeu ao minha expectativa e para uso que destinei o produto, pratico e fácil manuseio.",4
"Comprei o j5 pro, mais não entendii porque tanta demora do produto mais de 20 dias?",2
O produto veio com defeito e tive de devolver.  Fiquei muito desapontada.,1
Ótimo o produto é muito bem atendida! Recebi o produto antes do prazo! Excelente!,5
"fiz uma péssima compra. quando chegou fui usar mais ela não esquenta, agguarra no cabelo ,coisa horrorosa",1
Bom atendimento. Entrega antecipada em vários dias.,3
"Comprei o produto e dei para a minha sogra , quando ela foi usar simplesmente não funcionou ;",1
É um brinquedo para os fãs de Lego ou da franquia Star Wars.,5
"E um bom produto, compacto,  chegou no prazo combinado.",3
"a entrega foi no período estimado,porém,não foi o qual eu comprei,pedi e paguei por strobo colorido e recebi de cor amarela,não gostei.",3
O filtro deveria vir com mais opções de adaptação. Não consegui instalá-lo em nenhuma torneira da minha casa.,3
Cumpre com o objetivo. É bem leve. Vem um estojo protetor.,5
Produto superou minhas expectativas. ótimo para trabalhos escolares,5
Super dez  com certeza eu comparia outros e indicadicaria ao meus amigos,5
Estou contente com a compra entrega rápida o único problema com as Americanas é se houver troca ou devolução do produto o consumidor tem problemas com espera.,4
Chegou dentro do prazo e cumpre exatamente com a descrição.,3
Recomendo muito bom entrega rápida parabéns em breve vou fazer mais compras obg,5
"produto chegou super rápido, bem antes do combinado, recomendo a todos, empresa com atendimento vip com o cliente. parabéns",5
ja troquei 4 veses sempre vem o cabeçote junto com o refil,2
"Super recomendo, não podia se melhor ! Preço acessível, produto de excelente qualidade, a entrega foi rápida, produto cumpre as expectativas!",5
"nao recebi o produto ate hoje, quero meu dinheiro de volta. fui lesada, enganada, comprei esses aparelhos para presentear meus pais e ate hoje nao recebi nada nem explicacao..",1
"Nao recomendo a compra deste produto, em menos de um mes a bateria do celular pifo, fora que nao vem fones, nem cabo usb.",2
"Apesar de antigo para um game, o PES 2015 tem imagens muito realistas e narrações fantásticas! Estou adorando!!!",4
"Um Notebook com preço acessível, leve, esteticamente bonito, imagem de vídeos excelente, um bom processador. Recomendo",5
"ACHEI O TECIDO RAZOÁVEL, ESPERAV A UMA MALHA MELHOR",3
Gostei muito do produto e chegou da forma que achei que fosse.porem espero que melhore o compromisso da entrega. Se der certo irei comprar outro produto do mesmo quando o preço estiver satisfatório.,4
Faz dois meses que fiz a compra desse produto mais não recebi. A Americanas fica só me enrolando e não da uma explicação concreta do que aconteceu e o pior que estão debitando da minha fatura se eu nao recibo o produto. CUIDADO AO COMPRAR NAS LOJAS AMERICANAS AS VEZES O BARATO SAI CARO...,1
"O aparelho esquenta quando usado por um longo tempo, parece-me que esse aquecimento é causado pelo material, alumínio, que o aparelho é confeccionado, não sei se isso é um problema ou se é comum desse aparelho, pois o restante está em perfeito funcionamento. Gostaria de registrar q o aparelho foi entregue pelos correios sem a nota fiscal impressa.",3
Achei o produto muito bom. O preço também foi muito bom. Por enquanto está funcionando perfeitamente.,3
Gostei muito! E ainda é além de lindo é impermeável!,5
"Nao deveria ser vendido um produto que não cumpre nem as informações técnicas (capacidade para carregar a bateria do celular), nem a promessa de ser solar (não consegue gerar energia suficiente pra carregar o próprio equip.).",1
Ótima potência para realização de receitas complexas,4
Comprei e não recebi até hoje mandei sms e nem me responderam fica dica.  Quanto a avaliação do produto só em sonho!,2
"boa qualidade, material com bom acabamento, esta miniatura e relação custo beneficio. gostei de ter mais este em minha coleção.",3
"Gostei muito, só acho que a base dele deveria ser mais segura, pois quando minha filha senta na ponta ele vira.",4
Segunda aquisição do mesmo produto. Ele cumpre os objetivos que eh filtrar o ar  Exalado durante o processo de preparo das refeições.,4
O livro ajuda muito nos estudos e é muito pratico. Indico!,5
Recomendo. Entrega rápida e produto idêntico ao da foto.,5
"Adorei, recomendo a compra deste produto, entrega rápida",5
O produto tem boa qualidade e é muito prático. Sua montagem foi rápida e me parece que tem boa durabilidade.,5
"Recomendo, podem comprar....parabénssssssssssssssssss",4
"Ótimo, pois coleciono todos os jogos Residente Evil, e aqui na Americanas está com preço muito bom!",5
Linda toalha! Ótima para ir para cachoeira ou piscina!,5
"Boa cumpre com o desejado, pelo bom preço compensa, a entrega foi rápida e veio tudo certinho",4
Cuidado é FRAUDE! As lojas Americanas deveriam ser responsabilizadas por não coibir!!!!,1
"Esse é aquele famoso produto extremamente raro de se encontrar chamado ""Bom, barato e bonito"" Performance para jogos é excelente, não vai rodar graficos full, mas vc vai conseguir jogar seus jogos sem nenhum problema.",5
Superou minhas expectativas! Faz um café super cremoso e na temperatura ideal! Recomendo!,5
"Aparador simples e prático. Bateria dura bastante, atendeu o que queríamos.",4
COMO OPINAR SOBRA ESTA MARCA?  S A M S U N G  O SERVEM O PESO DO NOME..,4
Super amoladas e bem leves e fácil de manusear ...............................................,4
Gostei muito das cadeiras. Muito bonitas. Tive problemas com a transportadora que não entregou na data limite. Depois de vários emails as cadeiras vieram e são muito bonitas como está na foto.,4
"Produto de boa qualidade, entretanto limitada pois o armazenamento é todo no cartão de memória na câmera, logo se roubarem levam as gravações junto.",3
veio outro produto no lugar do que eu comprei e ate agora não me deram resposta de troca,1
A entrega do produto muito demorado já faz um mês que estou esperando.,1
"Não gostei, é vendido como taça de vinho, mas tem o tamanho de um polegar :( ficou para a decoração, infelizmente não dá pra usar, fora que na embalagem vinha a orientação de não usar nem detergente... apenas água. Tipo... péssimo!",1
"Pois até hj ñ recebi o produto e ainda estou esperando o retorno das 48hrs pra ver o q ouve, mais isso tbm já tem bem mais q 48hrs.",2
"Ótimo para reparos em solados de chinelo de borracha, funcionou muito bem.",5
"O microfone veio sem funcionar. Foi testado em 3 notebooks e em nenhum, funcionou.",1
É um produto muito bonito e me parece bastante resistente.,5
"aparelho maravilhoso, entrega rápida parabéns estou muito satisfeita.",4
Atendeu minhas expectativas.  Sentir falta do app para galeria de fotos e para notas de rascunho e não encontrei a opção de organizar os app na tela inicial.,4
"Muito boa literatura para o saber contemporâneo ligado ao passado, embasamentos persuasivos e convincentes",5
"Apos uma semana de uso a base onde passa a corda entortou , então a corda não da mais aperto. acredito por ser de plástico de baixa qualidade .",2
Serio? 5 mil reais um pacote de ração de 15kg? Absurdo!,1
Atendeu as expectativas da minha esposa a que presenteei,5
Excelente produto chegou no prazo.... Muito bom...... Espero que com o uso ele alcance minhas expectativas,4
"Como disse em cima ainda não foi usado. É um presente de Aniversário e só o darei no dia , que já esta proximo.",5
"Comprei o produto, e decidi não pedi meu dinheiro para ver o prazo que demorariam. Já estou esperando a mais de 20 dias",2
Até agora não me entregaram nada e eu paguei o boleto dia 07 de dezembro de 2017 e o pior é que falaram que a entrega foi feita. Quero uma satisfação de vocês! Se não vão entregar nada quero ao menos meu dinheiro de volta! Não vou aceitar nada menos que isso.,1
"Só perdi meu tempo comprando nessa loja. Não me entregaram o produto e a loja parceira da Americanas sequer me deram uma satisfação. Por esse motivo, não compro mais nada nessa loja. Absolutamente nada, mesmo que tiver uma diferença de 100% do valor do produto.",1
Entrega bem antes do prazo. Produto excelente. recomendo,5
Por 30 reais a mais vc compra uma com cores fiéis e ótima resolução à noite HD da marca Giga aqui na Americanas!!!!!!!!!!!!!!,1
"recomendo , o produto é primeira qualidade e o site excelente. amei.",5
Eu anida não recebe o produto que deveria ser entregue no dia 5 do corrente mês então no posso avalia-lo! Estou no aguardo,1
"Produto ótimo. Chegou antes do prazo, em perfeitíssimo estado. RECOMENDO!!!!!",5
"Usei o produto 3 vezes. Na terceira vez que utilizei, na hora de fechar a sombrinha ela simplismente quebrou. Qualidade do material péssima.",1
Uma tecnologia de alta qualidade. Pois chegou antes do dia marcado. Pra eu foi uma surpresa mesmo. Continui assim com a mercadoria de alta valia pois assim que o povo gosta. Parabéns pelo o produto. Quero assim acreditar ainda mais...,4
"Minha irmã amou o presente, disse que é muito bom Veio em perfeitas condições",3
Produto bom. Deixa os cabelos lisos com pouco esforço e rápido. Gostei. Entrega antes da data prevista.,3
Sei que não é original mas pensei que esquenta-se bastante mas isso não acontece e quando liga ela demora muito pra esquentar.,2
Entrega rápida e produto de boa  qualidade. Desenho bonito dos talheres.,4
"O perfume é bom , mas a bateria do relógio duro muito pouco",3
"Excelente assim como os produtos da Babyliss, única coisa demorou mais de quinze dias pra vir de SP pro PR",5
O celular caiu de uma altura de 50 cm e quebrou a tal tela de borda infinita. Muito caro para ser tão frágil! Absurdo!,1
"O fone em si é maravilhoso! Isola perfeitamente os sons ao redor, e deixa os graves da música muito mais nítidos",5
"Tem um voo bem estável, fácil de controlar. Mesmo quem está iniciando com os drones não terá dificuldades na pilotagem. A bateria dura pouco tempo, mas deve ser por causa do tamanho grande dele. Comprei baterias extras.",4
Excelência na entrega produto de ótima qualidade e entrega super rápida super recomendo está loja,5
"Para quem se interessa em qualidade de vida x trabalho, é um prato cheio.",3
Alto risco de irritação na pele do animal...comprei pro meu cachorro e um dia depois ele teve reaçoes que deixaram a pele dele no pescoço toda machucada.   sem contar que a bayer nao da suporte nenhum se isso acontecer...recomendam apenas levar ao veterinario,1
"faz 17 dias que comprei, chegou super rápido, mas o touth veio com problema, hoje fui buscar na assistência técnica. Fiquei desapontada. Espero não ter mais surpresa ruim.",2
"Não tenho como avaliar, pois não recebi o produto.",1
Ótimo produto. Vale o investimento! xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,5
Ótimo produto. Chegou muito rápido no meu endereço . É  um diferencial a rapidez do envio. Recomendo.,4
Ótima relação custo x benefício Sssssssssssssssssssssssssssssssssssss,5
o produto veio com defeito sendo necessário realizar a troca do mesmo.,1
